"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.805326458E0,-6.511220784E0,-1.453977415E0,-5.230088818E-1,6.692053849E0
1.815278458E0,-5.558884186E0,-1.386174272E0,1.355614384E0,5.887305229E0
1.825230458E0,-5.820350620E0,-1.625149975E0,1.568975190E0,6.243338605E0
1.835182458E0,-7.484841832E0,-1.330658906E0,4.929682267E-1,7.618170912E0
1.845134458E0,-9.196119540E0,-2.154382853E-1,-3.172389311E-1,9.204111515E0
1.855086458E0,-9.106706257E0,2.104208261E-1,4.022562772E-1,9.118014361E0
1.865038458E0,-7.930024273E0,4.815714917E-1,1.673472535E0,8.118972004E0
1.874990458E0,-7.065660789E0,9.060436070E-1,2.858807228E0,7.675757694E0
1.884942458E0,-6.567282718E0,1.186777567E0,2.899972211E0,7.276502053E0
1.894894458E0,-6.625379484E0,1.281359715E0,1.659679538E0,6.949249757E0
1.904846458E0,-7.550607805E0,1.379599224E0,8.249374634E-1,7.719811790E0
1.914798458E0,-8.350572980E0,1.414270143E0,5.179165417E-1,8.485308873E0
1.924750458E0,-8.424299937E0,1.322462425E0,2.952832210E-1,8.532580412E0
1.934702458E0,-8.103331068E0,1.164061646E0,-1.882634054E-1,8.188678588E0
1.944654458E0,-7.331763480E0,9.783066409E-1,-4.053079391E-1,7.407841395E0
1.954606458E0,-6.741834970E0,8.351361039E-1,-3.832966805E-1,6.804168385E0
1.964558458E0,-6.471071463E0,9.132033764E-1,-7.751636249E-1,6.581001818E0
1.974510458E0,-6.159966846E0,8.849260222E-1,-5.174119270E-1,6.244677790E0
1.984462458E0,-5.767297663E0,9.005539486E-1,-1.663568302E-1,5.839554293E0
1.994414458E0,-5.291905582E0,9.587388606E-1,-3.760642594E-1,5.391184398E0
2.004366458E0,-4.633776317E0,9.315175867E-1,-6.809638113E-1,4.775282158E0
2.014318458E0,-3.933485704E0,8.870281693E-1,-6.078724096E-1,4.077822657E0
2.024270458E0,-3.543078809E0,8.435384797E-1,-4.757908978E-1,3.673056165E0
2.034222458E0,-3.154730719E0,9.607625820E-1,-2.360257469E-1,3.306221227E0
2.044174458E0,-2.496426623E0,9.903270545E-1,4.024000822E-1,2.715661869E0
2.054126458E0,-2.113080826E0,7.833004640E-1,9.044058019E-1,2.428295708E0
2.064078458E0,-1.673494754E0,5.773936884E-1,5.873726928E-1,1.865201020E0
2.074030458E0,-8.676735932E-1,2.583245789E-1,3.233949162E-1,9.613393387E-1
2.083982458E0,-4.219672412E-1,-7.143923432E-2,1.142434476E-1,4.429576528E-1
2.093934458E0,1.950894266E-1,-2.555759490E-1,3.570660710E-2,3.235025686E-1
2.103886458E0,6.482813841E-1,-4.255698569E-1,3.919505596E-2,7.764758261E-1
2.113838458E0,7.563817835E-1,-2.970827747E-1,-6.284649510E-2,8.150590527E-1
2.123790458E0,7.340009809E-1,-9.952070676E-2,2.077515721E-3,7.407200058E-1
2.133742458E0,6.180185348E-1,7.574702427E-3,3.017227596E-1,6.877796952E-1
2.143694458E0,3.433461642E-1,1.073418693E-1,1.476246536E-1,3.888468898E-1
2.153646458E0,1.345736682E-1,6.908697255E-2,-5.143919863E-2,1.597781998E-1
2.163598458E0,2.729462725E-1,-4.629898444E-3,2.629755273E-1,3.790477959E-1
2.173550458E0,1.493542600E-1,3.377731830E-2,2.011933351E-1,2.528366276E-1
2.183502458E0,6.142675459E-2,1.089643255E-1,-1.568919788E-1,2.006528430E-1
2.193454458E0,2.221766531E-2,1.017004026E-1,-1.054528532E-1,1.481786111E-1
2.203406458E0,3.417738479E-1,1.170433503E-1,-8.139850438E-2,3.703163857E-1
2.213358458E0,7.202997851E-1,1.374475016E-1,-1.779097954E-1,7.545697393E-1
2.223310333E0,6.070339555E-1,1.373546771E-1,-1.290953388E-1,6.356273569E-1
2.233262333E0,3.911202550E-1,1.455010910E-1,-4.809392615E-1,6.367481407E-1
2.243214333E0,2.387868387E-1,1.045031923E-1,-5.926726822E-1,6.474573188E-1
2.253166333E0,1.584952122E-1,5.629940428E-2,-4.458344791E-1,4.765068079E-1
2.263118333E0,2.363608289E-1,6.287964150E-2,-3.147550339E-1,3.986113672E-1
2.273070333E0,1.532227778E-1,9.845322445E-3,-2.803413192E-1,3.196332356E-1
2.283022333E0,2.599964440E-2,8.822571337E-3,-2.751314501E-1,2.764979821E-1
2.292974333E0,-9.405538738E-2,8.837335557E-4,-2.479173390E-1,2.651607132E-1
2.302926333E0,-2.206739187E-1,-2.994878076E-2,-5.822079934E-2,2.301816008E-1
2.312878333E0,-3.953442836E-1,5.050203614E-2,-9.098676860E-2,4.088106533E-1
2.322830333E0,-4.083221787E-1,2.558310337E-2,-3.326445901E-1,5.272892187E-1
2.332782333E0,-3.012649226E-1,-5.494168080E-2,-2.600513347E-1,4.017534550E-1
2.342734333E0,-4.721363515E-1,-1.150337353E-1,-3.735780233E-1,6.129486391E-1
2.352686333E0,-4.824929398E-1,-1.249915436E-1,-4.324599966E-1,6.598817861E-1
2.362638333E0,-2.714751130E-1,-2.311694515E-1,-1.430831212E-1,3.842015511E-1
2.372590333E0,-1.080682397E-2,-2.224639707E-1,2.124047863E-1,3.077706922E-1
2.382542333E0,8.791990399E-2,-1.439699976E-1,4.195394772E-1,4.521843017E-1
2.392493333E0,2.572657943E-2,1.179156817E-2,6.451011566E-1,6.457216120E-1
2.402445333E0,1.650955492E-1,-2.647253796E-2,6.004393926E-1,6.232854882E-1
2.412397333E0,5.525636333E-1,-3.528505209E-1,4.388743190E-1,7.889491282E-1
2.422349333E0,1.909402424E-1,-4.111618790E-1,2.784436785E-2,4.541889208E-1
2.432301333E0,-1.260887736E-1,-1.841395652E-1,-1.645530007E-1,2.772786474E-1
2.446061667E0,9.698630422E-2,-1.204467221E-1,7.547059715E-2,1.720743070E-1
2.456013667E0,5.553111669E-2,-1.572860080E-1,1.542477947E-1,2.271892942E-1
2.465965667E0,1.082558257E-1,-8.389744903E-2,1.810046536E-1,2.269819164E-1
2.475917667E0,1.812131068E-1,8.773206219E-2,8.806959271E-2,2.197529476E-1
2.485869667E0,7.976515777E-2,1.716205303E-1,1.438122690E-2,1.897970139E-1
2.495821667E0,-3.067840364E-2,1.724644662E-1,2.788595617E-2,1.773775158E-1
2.505773667E0,-8.654500432E-2,1.187908089E-1,8.857362270E-2,1.716000603E-1
2.515725667E0,-1.729450708E-1,2.201892394E-2,1.859970063E-1,2.549308080E-1
2.525677667E0,-9.866957143E-2,-6.075742199E-2,2.903054863E-1,3.125770690E-1
2.535629667E0,4.937279262E-3,-4.560610309E-2,1.811905950E-1,1.869072633E-1
2.545581667E0,2.746872079E-2,-2.490000697E-2,5.860430360E-2,6.934699250E-2
2.555533667E0,1.076125954E-1,6.905085229E-2,-6.930587769E-2,1.454365689E-1
2.565485667E0,1.408749567E-1,1.255690110E-1,-2.020154536E-1,2.764481388E-1
2.575437667E0,9.837753955E-2,1.248325633E-1,-1.258198017E-1,2.027114492E-1
2.585389667E0,7.688927785E-2,9.336140511E-2,-7.695520520E-3,1.211921369E-1
2.595341667E0,2.055193976E-2,-4.909182477E-2,1.578280449E-1,1.665595426E-1
2.605293667E0,-8.860161625E-2,-1.471647518E-1,2.842296445E-1,3.321057082E-1
2.615245667E0,-3.722257085E-2,-3.382823019E-2,3.654369450E-1,3.688821352E-1
2.625197667E0,-8.426839091E-2,7.830054902E-2,4.299855280E-1,4.451063828E-1
2.635149667E0,-1.194553998E-1,6.703971617E-2,5.551948804E-1,5.718437473E-1
2.645101667E0,-1.558334135E-2,-7.873010924E-3,7.305803597E-1,7.307889482E-1
2.655053667E0,1.877732442E-1,-1.062090627E-1,1.106169240E0,1.127009115E0
2.665005667E0,9.127649814E-2,-2.879169170E-1,1.658340526E0,1.685621799E0
2.674957667E0,2.986626193E-2,-4.282403534E-1,2.591712849E0,2.627024417E0
2.684909667E0,1.898951988E-1,-5.008139475E-1,3.700975851E0,3.739531662E0
2.694861667E0,3.781153165E-1,-6.219280563E-1,4.554827796E0,4.612615522E0
2.704813667E0,4.139097780E-1,-5.798237547E-1,5.438981182E0,5.485438286E0
2.714765667E0,2.752865475E-1,-4.434010507E-1,6.288428419E0,6.310049062E0
2.724717667E0,4.070235121E-1,-2.342820706E-1,7.558084055E0,7.572660749E0
2.734669667E0,7.180051915E-2,2.126516485E-1,8.964955716E0,8.967764885E0
2.744621667E0,-3.881212181E-1,6.831668960E-1,9.271966113E0,9.305198047E0
2.754573667E0,-4.716298364E-1,7.781589342E-1,9.327700603E0,9.371977623E0
2.764525667E0,1.726588496E-1,5.074427897E-1,9.745518075E0,9.760247529E0
2.774477667E0,1.211563037E0,5.644490859E-2,1.038135717E1,1.045196860E1
2.784429667E0,1.729169603E0,-4.923146907E-1,1.081007736E1,1.095856623E1
2.794381667E0,1.473956474E0,-1.301768252E0,1.203467143E1,1.219428000E1
2.804333667E0,1.024381238E0,-2.672140716E0,1.310967501E1,1.341839304E1
2.814285667E0,5.358365766E-1,-3.662025794E0,1.296948918E1,1.348722371E1
2.824237667E0,1.688427374E0,-1.976251886E0,1.329340388E1,1.354514471E1
2.834189667E0,2.682675644E0,-6.235913698E-1,1.200036231E1,1.231236412E1
2.844141667E0,2.104339238E0,-1.024398999E0,9.527303495E0,9.810563125E0
2.854093667E0,1.506608495E0,-1.077664649E0,7.016033716E0,7.256442610E0
2.864045667E0,1.684236528E0,-9.344748160E-1,3.503331192E0,3.997902613E0
2.873997667E0,2.720999173E0,-3.860365030E-1,-1.579239392E-1,2.752780531E0
2.883949667E0,2.381241445E0,-1.858837165E-1,-3.123482614E0,3.932048730E0
2.893901667E0,1.773241529E0,1.162419163E-1,-5.074896113E0,5.377031548E0
2.903853667E0,1.592259095E0,4.551903165E-1,-6.327924607E0,6.541033334E0
2.913805667E0,1.779970797E0,3.047940827E-1,-6.797762418E0,7.033546002E0
2.923757667E0,1.172820628E0,5.763641399E-1,-5.932558104E0,6.074779791E0
2.933709667E0,-1.436995639E-1,1.246715255E0,-5.701263303E0,5.837752285E0
2.943661667E0,-1.168724946E0,1.373632579E0,-6.182242983E0,6.439946643E0
2.953613667E0,-1.575266502E0,1.020922318E0,-6.552542472E0,6.816124983E0
2.963565667E0,-1.639783510E0,4.718225022E-1,-7.396835389E0,7.591092162E0
2.973517667E0,-1.431543987E0,8.429776586E-1,-7.703460454E0,7.880560417E0
2.983469667E0,-1.402742065E0,1.015561737E0,-7.436389464E0,7.635374202E0
2.993421667E0,-1.804420637E0,8.168040595E-1,-7.027626990E0,7.301413823E0
3.003373667E0,-2.036932244E0,1.156984907E0,-7.392165803E0,7.754471116E0
3.013325667E0,-2.364814423E0,1.157717782E0,-8.191319969E0,8.604090919E0
3.023277667E0,-2.279004341E0,1.048166250E0,-8.610243734E0,8.968211106E0
3.033229667E0,-1.464963456E0,1.212252131E0,-8.414247989E0,8.626426976E0
3.043181667E0,-8.288934702E-1,1.243831847E0,-7.619620737E0,7.764843993E0
3.053133667E0,-7.332010087E-1,1.127393683E0,-6.987848967E0,7.116082730E0
3.063085667E0,-8.398048863E-1,1.120918257E0,-6.941709173E0,7.081599835E0
3.073037667E0,-9.901296379E-1,8.967000487E-1,-6.984886767E0,7.111474589E0
3.082989667E0,-5.371100271E-1,8.204329146E-1,-6.758477315E0,6.829246881E0
