"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.116841917E0,5.562838146E-1,-1.196843475E0,4.526441318E0,4.714929161E0
3.126793917E0,1.059198722E-1,-1.263967172E0,4.285685138E0,4.469443940E0
3.136745917E0,-2.666242081E-1,-1.246991097E0,3.720048884E0,3.932535946E0
3.146697917E0,-4.801611068E-1,-1.126530269E0,2.901011261E0,3.148887339E0
3.156648917E0,-5.820884179E-1,-1.040465686E0,2.046965774E0,2.368853024E0
3.166600917E0,-5.996455599E-1,-9.212187396E-1,1.174638382E0,1.608724368E0
3.176552917E0,-5.039124602E-1,-8.358322880E-1,1.548863107E-1,9.881969188E-1
3.186504917E0,-3.415063378E-1,-9.130861397E-1,-5.705362201E-1,1.129541702E0
3.196455917E0,-3.068318374E-1,-1.045815011E0,-9.283671069E-1,1.431691412E0
3.206407917E0,-3.397929209E-1,-1.200176388E0,-1.040893264E0,1.624604992E0
3.216359917E0,-3.170571557E-1,-1.337126073E0,-1.172215880E0,1.806245123E0
3.226311917E0,-2.490244179E-1,-1.329325156E0,-1.572143796E0,2.073826089E0
3.236262917E0,-1.133294182E-1,-1.352498841E0,-2.249494613E0,2.627227186E0
3.246214917E0,-2.564407887E-2,-1.367430437E0,-3.056419728E0,3.348466093E0
3.256166917E0,-1.544198856E-1,-1.254852094E0,-3.750218178E0,3.957604788E0
3.266118917E0,-8.178789239E-2,-1.133798212E0,-4.301915254E0,4.449568799E0
3.276070917E0,-2.288951770E-1,-1.037340203E0,-4.567261316E0,4.689173021E0
3.286021917E0,-5.256206138E-1,-9.577407409E-1,-4.474581778E0,4.606020674E0
3.295973917E0,-2.968916256E-1,-7.631723012E-1,-4.068699642E0,4.150288349E0
3.305925917E0,-4.368505977E-2,-6.441226982E-1,-3.282348540E0,3.345237566E0
3.315877917E0,2.431628583E-1,-6.866275705E-1,-2.305358911E0,2.417698349E0
3.325828917E0,5.893677628E-1,-6.833640933E-1,-1.518961031E0,1.766800344E0
3.335780917E0,7.097888303E-1,-6.854582736E-1,-1.012364114E0,1.413695274E0
3.345732917E0,7.059408507E-1,-7.764630224E-1,-5.056338805E-1,1.164866057E0
3.355684917E0,8.349650728E-1,-7.761212526E-1,-7.422104716E-2,1.142383314E0
3.365635917E0,8.827967586E-1,-7.207748714E-1,6.567300260E-2,1.141560106E0
3.375587917E0,3.174582747E-1,-5.788139771E-1,-7.726803124E-2,6.646621134E-1
3.385539917E0,5.118519558E-1,-5.441654237E-1,-5.701614136E-1,9.397832040E-1
3.395491917E0,5.297319007E-1,-6.711369807E-1,-1.882291224E0,2.067380223E0
3.405442917E0,-2.695529871E-3,-5.990650776E-1,-4.018748049E0,4.063154207E0
3.415394917E0,-8.542230968E-1,-3.972884828E-1,-2.172893749E0,2.368333271E0
3.425346917E0,-3.428512340E-1,-2.831936641E-1,-1.395100631E0,1.464257966E0
3.435298917E0,-1.206752021E-1,-2.791240020E-1,-8.085307610E-1,8.638256215E-1
3.445249917E0,4.861583401E-2,-3.693459548E-1,6.871355474E-2,3.788159002E-1
3.455201917E0,1.921077121E-2,-4.649774592E-1,8.482678539E-1,9.675388587E-1
3.465153917E0,-5.462103412E-3,-3.361372782E-1,1.157793138E0,1.205613145E0
3.475105917E0,-4.005744718E-3,-4.412661226E-1,1.204596591E-1,4.574301766E-1
