Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
1.957750083E0,4.653155013E-1,-1.198355419E0,-9.551659487E0,9.637778437E0
1.967701083E0,4.489828393E-1,-1.200297499E0,-9.539553412E0,9.625246957E0
1.977652083E0,4.656740453E-1,-1.181514926E0,-9.520772156E0,9.605099285E0
1.987603083E0,4.557554499E-1,-1.158815670E0,-9.518195288E0,9.599302491E0
1.997555083E0,4.594270628E-1,-1.172522420E0,-9.505029112E0,9.588089511E0
2.007506083E0,4.556231201E-1,-1.150858998E0,-9.456435242E0,9.537097899E0
2.017457083E0,4.601434929E-1,-1.154705808E0,-9.443369638E0,9.524825860E0
2.027408083E0,4.493927291E-1,-1.131568230E0,-9.439499366E0,9.517696610E0
2.037359083E0,4.489937663E-1,-1.119379928E0,-9.427006205E0,9.503844108E0
2.047310083E0,4.500637336E-1,-1.104149539E0,-9.417261820E0,9.492445616E0
2.057261083E0,4.672697139E-1,-1.096465567E0,-9.411184224E0,9.486356847E0
2.067213083E0,4.537173663E-1,-1.073775300E0,-9.382861481E0,9.454995633E0
2.077164083E0,4.614805318E-1,-1.050419036E0,-9.382874345E0,9.452760201E0
2.087115083E0,4.592084500E-1,-1.048699151E0,-9.345195472E0,9.415058190E0
2.097066083E0,4.566888117E-1,-1.018959992E0,-9.329571127E0,9.396155680E0
2.107017083E0,4.559491024E-1,-1.002580187E0,-9.297065871E0,9.362077249E0
2.116968083E0,4.565711365E-1,-9.816380189E-1,-9.268191150E0,9.331207725E0
2.126920083E0,4.592560683E-1,-9.667006487E-1,-9.228732970E0,9.290583324E0
2.136871083E0,5.183732092E-1,-9.220810577E-1,-9.128283067E0,9.189368641E0
2.146822083E0,1.075921959E0,-6.773255275E-1,-7.648842198E0,7.753783908E0
2.156773083E0,2.803342295E0,7.788469322E-2,2.420009362E0,3.704219129E0
2.166724083E0,4.786545059E0,6.042795514E-1,1.661164380E1,1.729805992E1
2.176675083E0,5.965994822E0,3.290814139E0,4.542535312E1,4.593348732E1
2.186626083E0,-1.898167116E1,1.968013160E0,4.153491988E1,4.570915100E1
2.196578083E0,-5.073208490E1,6.051179325E-1,2.150179772E1,5.510388290E1
2.206529083E0,-5.741025538E1,-1.388959301E0,3.134001638E1,6.542219240E1
2.216480083E0,-4.743336649E1,-5.074694311E-1,4.668389378E1,6.655499771E1
2.226431083E0,-2.534282199E1,2.029546772E0,4.743754375E1,5.382098330E1
2.236382083E0,-7.039231959E0,5.207361276E0,3.432049189E1,3.541981877E1
2.246333083E0,-4.161052321E0,5.533658713E0,2.519306778E1,2.612711999E1
2.256285083E0,-3.942292196E0,4.543605820E0,1.881645691E1,1.975462155E1
2.266236083E0,-1.465432695E0,3.443966750E0,1.249974025E1,1.304806140E1
2.276187083E0,6.279874527E-1,2.314524422E0,7.160119634E0,7.551073084E0
2.286138083E0,1.803868952E0,1.379614573E0,3.024629002E0,3.782282401E0
2.296089083E0,1.518819528E0,5.006622854E-1,7.295272762E-1,1.757750133E0
2.306040083E0,9.003577745E-1,2.352103892E-1,-2.246973878E-1,9.573175886E-1
2.315992083E0,5.707782948E-1,-1.018821779E-1,-5.266914582E-1,7.833081974E-1
2.325943083E0,1.182422780E0,-2.795740914E-1,-7.215317935E-1,1.413114798E0
2.335894083E0,3.509031057E-2,-1.741492902E0,4.123257673E-1,1.789983630E0
2.345845083E0,-1.232611186E0,-3.704430386E0,1.216206822E0,4.089167869E0
2.355796083E0,1.534394172E0,-3.191474622E0,-2.811382216E-1,3.552311141E0
2.365747083E0,2.123787662E0,-3.463698764E0,-1.295362920E-1,4.065029251E0
2.375698083E0,3.950468942E0,-2.571480898E0,-1.098814613E-1,4.714954168E0
2.385650083E0,4.496090176E0,-1.709859173E0,2.668061113E-1,4.817637467E0
2.395601083E0,4.411838815E0,-7.518940455E-1,-2.773188204E-1,4.484035249E0
2.405552083E0,4.258867468E0,-5.138100421E-1,-4.253966331E-1,4.310790550E0
2.415503083E0,4.262475200E0,-8.310551128E-1,-2.890530127E-1,4.352344089E0
2.425454083E0,4.017600240E0,-7.756913361E-1,-6.828091925E-1,4.148377651E0
2.435405083E0,3.968392412E0,-7.889171532E-1,-1.286854051E0,4.245765180E0
2.445357083E0,4.123245394E0,-9.374937335E-1,-1.722069914E0,4.565695113E0
2.455308083E0,4.118329639E0,-8.774320114E-1,-2.192224644E0,4.747249187E0
2.465259083E0,4.024228059E0,-9.511598459E-1,-2.857740111E0,5.026509233E0
2.475210083E0,3.819536335E0,-1.114288684E0,-3.207510027E0,5.110637696E0
2.485161083E0,3.417602239E0,-1.650346212E0,-3.174108392E0,4.947586459E0
2.495112083E0,2.946167554E0,-2.274628285E0,-3.085117278E0,4.834437476E0
